method,d,mean_normalized_shd
SDCD-HIGH,5,0.28
SDCD-HIGH,10,0.20000000000000004
SDCD-HIGH,50,0.39399999999999996
SDCD-HIGH,100,0.388
SDCD-LOW,5,0.30000000000000004
SDCD-LOW,10,0.51
SDCD-LOW,50,0.5780000000000001
SDCD-LOW,100,0.668
DAGMA,5,0.0
DAGMA,10,0.030000000000000006
DAGMA,50,0.008
DAGMA,100,0.012
