method,d,mean_normalized_shd
GOLEM-NOTEARS-EV,10,0.45999999999999996
GOLEM-NOTEARS-EV,50,1.44
GOLEM-NOTEARS-EV,100,2.6450000000000005
GOLEM-NOTEARS-NV,10,0.5999999999999999
GOLEM-NOTEARS-NV,50,1.37
GOLEM-NOTEARS-NV,100,2.327
NOTEARS,10,1.38
NOTEARS,50,2.12
NOTEARS,100,2.4850000000000003
DAGMA,10,1.03
DAGMA,50,0.49800000000000005
DAGMA,100,0.387
