method,d,mean_normalized_shd
GOLEM-NOTEARS-EV,10,0.19
GOLEM-NOTEARS-EV,50,2.012
GOLEM-NOTEARS-EV,100,1.752
GOLEM-NOTEARS-NV,10,0.35000000000000003
GOLEM-NOTEARS-NV,50,0.9560000000000001
GOLEM-NOTEARS-NV,100,2.1079999999999997
NOTEARS,10,1.53
NOTEARS,50,2.2459999999999996
NOTEARS,100,2.289
DAGMA,10,1.09
DAGMA,50,0.5280000000000001
DAGMA,100,0.343
