method,d,mean_normalized_shd
GOLEM-NOTEARS-EV,5,0.4
GOLEM-NOTEARS-EV,10,0.55
GOLEM-NOTEARS-EV,50,0.13599999999999998
GOLEM-NOTEARS-EV,100,0.015000000000000003
GOLEM-NOTEARS-NV,5,0.4400000000000001
GOLEM-NOTEARS-NV,10,0.29
GOLEM-NOTEARS-NV,50,0.036000000000000004
GOLEM-NOTEARS-NV,100,0.007000000000000001
