method,d,mean_normalized_sid
GOLEM-NOTEARS-EV,5,0.33999999999999997
GOLEM-NOTEARS-EV,10,0.26
GOLEM-NOTEARS-EV,50,0.49800000000000005
GOLEM-NOTEARS-EV,100,0.641
GOLEM-NOTEARS-NV,5,0.9800000000000001
GOLEM-NOTEARS-NV,10,0.6599999999999999
GOLEM-NOTEARS-NV,50,0.7180000000000001
GOLEM-NOTEARS-NV,100,4.803
NOTEARS,5,0.7
NOTEARS,10,0.55
NOTEARS,50,3.6719999999999997
NOTEARS,100,7.985000000000001
DAGMA,5,0.38000000000000006
DAGMA,10,0.37
DAGMA,50,0.7500000000000001
DAGMA,100,1.055
