method,d,mean_normalized_sid
GOLEM-NOTEARS-EV,10,0.79
GOLEM-NOTEARS-EV,50,17.972
GOLEM-NOTEARS-EV,100,26.119
GOLEM-NOTEARS-NV,10,1.9899999999999998
GOLEM-NOTEARS-NV,50,10.572
GOLEM-NOTEARS-NV,100,38.477
NOTEARS,10,4.27
NOTEARS,50,25.232000000000003
NOTEARS,100,51.17999999999999
DAGMA,10,3.2399999999999998
DAGMA,50,10.936
DAGMA,100,14.642
