method,d,mean_normalized_sid
GOLEM-NOTEARS-EV,5,0.0
GOLEM-NOTEARS-EV,10,0.1
GOLEM-NOTEARS-EV,50,0.086
GOLEM-NOTEARS-EV,100,0.0
GOLEM-NOTEARS-NV,5,0.0
GOLEM-NOTEARS-NV,10,0.0
GOLEM-NOTEARS-NV,50,0.11599999999999999
GOLEM-NOTEARS-NV,100,0.006
NOTEARS,5,0.22000000000000003
NOTEARS,10,0.5800000000000001
NOTEARS,50,0.6399999999999999
NOTEARS,100,0.42699999999999994
DAGMA,5,0.08
DAGMA,10,0.22999999999999998
DAGMA,50,0.048
DAGMA,100,0.148
