method,d,mean_normalized_sid
SDCD-HIGH,5,1.94
SDCD-HIGH,10,3.6999999999999993
SDCD-HIGH,50,17.262000000000004
SDCD-HIGH,100,27.481
SDCD-LOW,5,1.9600000000000002
SDCD-LOW,10,4.28
SDCD-LOW,50,14.278000000000002
SDCD-LOW,100,26.250999999999998
DAGMA,5,0.8400000000000001
DAGMA,10,0.71
DAGMA,50,2.166
DAGMA,100,1.6480000000000001
