method,d,mean_normalized_sid
GOLEM-NOTEARS-EV,10,1.65
GOLEM-NOTEARS-EV,50,14.608
GOLEM-NOTEARS-EV,100,30.729000000000003
GOLEM-NOTEARS-NV,10,1.61
GOLEM-NOTEARS-NV,50,11.483999999999998
GOLEM-NOTEARS-NV,100,29.637999999999998
NOTEARS,10,3.02
NOTEARS,50,19.485999999999997
NOTEARS,100,51.31699999999999
DAGMA,10,1.8299999999999996
DAGMA,50,6.342
DAGMA,100,9.902999999999999
