method,d,mean_normalized_shd
GOLEM-NOTEARS-EV,5,0.06000000000000001
GOLEM-NOTEARS-EV,10,0.16000000000000003
GOLEM-NOTEARS-EV,50,0.078
GOLEM-NOTEARS-EV,100,0.072
GOLEM-NOTEARS-NV,5,0.5
GOLEM-NOTEARS-NV,10,0.21000000000000002
GOLEM-NOTEARS-NV,50,0.08
GOLEM-NOTEARS-NV,100,0.347
NOTEARS,5,0.27999999999999997
NOTEARS,10,0.06999999999999999
NOTEARS,50,0.316
NOTEARS,100,0.4010000000000001
DAGMA,5,0.24000000000000005
DAGMA,10,0.09
DAGMA,50,0.032
DAGMA,100,0.033999999999999996
