method,d,mean_normalized_sid
GOLEM-NOTEARS-EV,5,0.36
GOLEM-NOTEARS-EV,10,0.20999999999999996
GOLEM-NOTEARS-EV,50,0.05600000000000001
GOLEM-NOTEARS-EV,100,0.08
GOLEM-NOTEARS-NV,5,0.26
GOLEM-NOTEARS-NV,10,0.15
GOLEM-NOTEARS-NV,50,0.02
GOLEM-NOTEARS-NV,100,0.039
NOTEARS,5,0.22000000000000003
NOTEARS,10,0.20999999999999996
NOTEARS,50,0.366
NOTEARS,100,0.5920000000000001
DAGMA,5,0.18
DAGMA,10,0.18
DAGMA,50,0.17
DAGMA,100,0.09
