method,d,mean_normalized_sid
GOLEM-NOTEARS-EV,5,0.34
GOLEM-NOTEARS-EV,10,0.25
GOLEM-NOTEARS-EV,50,0.43200000000000005
GOLEM-NOTEARS-EV,100,0.44800000000000006
GOLEM-NOTEARS-NV,5,0.36
GOLEM-NOTEARS-NV,10,0.6799999999999999
GOLEM-NOTEARS-NV,50,0.22000000000000003
GOLEM-NOTEARS-NV,100,0.8160000000000001
NOTEARS,5,0.68
NOTEARS,10,0.27999999999999997
NOTEARS,50,1.15
NOTEARS,100,0.9339999999999999
DAGMA,5,0.54
DAGMA,10,0.39
DAGMA,50,0.47999999999999987
DAGMA,100,0.594
