method,d,mean_normalized_sid
GOLEM-NOTEARS-EV,10,0.51
GOLEM-NOTEARS-EV,50,9.302
GOLEM-NOTEARS-EV,100,30.468
GOLEM-NOTEARS-NV,10,2.4699999999999998
GOLEM-NOTEARS-NV,50,7.208
GOLEM-NOTEARS-NV,100,39.608000000000004
NOTEARS,10,4.45
NOTEARS,50,27.128000000000004
NOTEARS,100,57.232000000000006
DAGMA,10,4.1
DAGMA,50,17.85
DAGMA,100,31.339000000000006
