method,d,mean_normalized_sid
GOLEM-NOTEARS-EV,10,1.8
GOLEM-NOTEARS-EV,50,10.908000000000001
GOLEM-NOTEARS-EV,100,47.138
GOLEM-NOTEARS-NV,10,1.55
GOLEM-NOTEARS-NV,50,11.233999999999998
GOLEM-NOTEARS-NV,100,53.559000000000005
NOTEARS,10,3.8899999999999997
NOTEARS,50,24.574
NOTEARS,100,56.759
DAGMA,10,3.7
DAGMA,50,12.75
DAGMA,100,19.745
