method,d,mean_normalized_sid
GOLEM-NOTEARS-EV,5,0.14
GOLEM-NOTEARS-EV,10,0.52
GOLEM-NOTEARS-EV,50,4.978
GOLEM-NOTEARS-EV,100,2.6740000000000004
GOLEM-NOTEARS-NV,5,0.74
GOLEM-NOTEARS-NV,10,0.61
GOLEM-NOTEARS-NV,50,3.1780000000000004
GOLEM-NOTEARS-NV,100,2.2369999999999997
NOTEARS,5,1.2399999999999998
NOTEARS,10,1.47
NOTEARS,50,4.715999999999999
NOTEARS,100,10.199000000000002
DAGMA,5,1.1800000000000002
DAGMA,10,1.56
DAGMA,50,2.3160000000000003
DAGMA,100,2.757
