method,d,mean_normalized_sid
GOLEM-NOTEARS-EV,10,1.61
GOLEM-NOTEARS-EV,50,14.205999999999998
GOLEM-NOTEARS-EV,100,41.42
GOLEM-NOTEARS-NV,10,2.96
GOLEM-NOTEARS-NV,50,16.136000000000003
GOLEM-NOTEARS-NV,100,57.32899999999999
NOTEARS,10,4.55
NOTEARS,50,29.921999999999997
NOTEARS,100,66.13000000000001
DAGMA,10,3.81
DAGMA,50,17.964000000000002
DAGMA,100,28.615999999999996
