method,d,mean_normalized_shd
GOLEM-NOTEARS-EV,5,0.06000000000000001
GOLEM-NOTEARS-EV,10,0.19
GOLEM-NOTEARS-EV,50,0.9200000000000002
GOLEM-NOTEARS-EV,100,0.8940000000000001
GOLEM-NOTEARS-NV,5,0.36
GOLEM-NOTEARS-NV,10,0.21000000000000002
GOLEM-NOTEARS-NV,50,0.296
GOLEM-NOTEARS-NV,100,0.24000000000000005
NOTEARS,5,0.6599999999999999
NOTEARS,10,0.6900000000000002
NOTEARS,50,0.532
NOTEARS,100,0.594
DAGMA,5,0.6599999999999999
DAGMA,10,0.32000000000000006
DAGMA,50,0.25400000000000006
DAGMA,100,0.179
