method,d,mean_normalized_shd
GOLEM-NOTEARS-EV,5,0.7
GOLEM-NOTEARS-EV,10,0.9899999999999999
GOLEM-NOTEARS-EV,50,1.486
GOLEM-NOTEARS-EV,100,1.627
GOLEM-NOTEARS-NV,5,0.5399999999999999
GOLEM-NOTEARS-NV,10,0.43
GOLEM-NOTEARS-NV,50,0.05800000000000001
GOLEM-NOTEARS-NV,100,0.233
NOTEARS,5,0.24000000000000005
NOTEARS,10,0.1
NOTEARS,50,0.20600000000000002
NOTEARS,100,0.186
DAGMA,5,0.2800000000000001
DAGMA,10,0.14
DAGMA,50,0.10800000000000001
DAGMA,100,0.10500000000000001
