method,d,mean_normalized_shd
GOLEM-NOTEARS-EV,5,0.18
GOLEM-NOTEARS-EV,10,1.1199999999999997
GOLEM-NOTEARS-EV,50,0.782
GOLEM-NOTEARS-EV,100,0.8640000000000001
GOLEM-NOTEARS-NV,5,0.30000000000000004
GOLEM-NOTEARS-NV,10,0.6300000000000001
GOLEM-NOTEARS-NV,50,0.386
GOLEM-NOTEARS-NV,100,0.184
NOTEARS,5,0.8800000000000001
NOTEARS,10,0.45999999999999996
NOTEARS,50,0.45600000000000007
NOTEARS,100,0.46399999999999997
DAGMA,5,0.74
DAGMA,10,0.58
DAGMA,50,0.27999999999999997
DAGMA,100,0.217
