method,d,mean_normalized_shd
GOLEM-NOTEARS-EV,5,0.0
GOLEM-NOTEARS-EV,10,0.1
GOLEM-NOTEARS-EV,50,1.6300000000000001
GOLEM-NOTEARS-EV,100,1.419
GOLEM-NOTEARS-NV,5,0.1
GOLEM-NOTEARS-NV,10,0.12999999999999998
GOLEM-NOTEARS-NV,50,0.10600000000000001
GOLEM-NOTEARS-NV,100,0.09000000000000001
NOTEARS,5,0.34
NOTEARS,10,0.23000000000000004
NOTEARS,50,0.18400000000000002
NOTEARS,100,0.19299999999999998
DAGMA,5,0.08
DAGMA,10,0.13999999999999999
DAGMA,50,0.082
DAGMA,100,0.088
