method,d,mean_normalized_shd
GOLEM-NOTEARS-EV,5,0.1
GOLEM-NOTEARS-EV,10,0.19
GOLEM-NOTEARS-EV,50,1.42
GOLEM-NOTEARS-EV,100,1.596
GOLEM-NOTEARS-NV,5,0.18
GOLEM-NOTEARS-NV,10,0.21000000000000002
GOLEM-NOTEARS-NV,50,0.122
GOLEM-NOTEARS-NV,100,0.133
NOTEARS,5,0.08
NOTEARS,10,0.07999999999999999
NOTEARS,50,0.10800000000000001
NOTEARS,100,0.095
DAGMA,5,0.06000000000000001
DAGMA,10,0.06
DAGMA,50,0.054000000000000006
DAGMA,100,0.06400000000000002
