method,d,mean_normalized_shd
GOLEM-NOTEARS-EV,10,0.72
GOLEM-NOTEARS-EV,50,1.876
GOLEM-NOTEARS-EV,100,2.7510000000000003
GOLEM-NOTEARS-NV,10,0.31999999999999995
GOLEM-NOTEARS-NV,50,1.478
GOLEM-NOTEARS-NV,100,2.725
NOTEARS,10,1.46
NOTEARS,50,2.334
NOTEARS,100,2.691
DAGMA,10,1.4400000000000002
DAGMA,50,0.7060000000000001
DAGMA,100,0.506
